,BLOCK_NAME_MAP_TABLE,BLOCK_STOCK_CONTEXT
dbdb,电子商务,"33:000026,33:000058,33:000060,33:000061,33:000062,33:000301,33:000423,33:000501,33:000503,33:000538,33:000560,33:000564,33:000587,33:000608,33:000701,33:000716,33:000726,33:000759,33:000825,33:000831,33:000838,33:000851,33:000858,33:000860,33:000895,33:000902,33:000906,33:000921,33:000997,33:000998,33:002005,33:002021,33:002024,33:002043,33:002047,33:002069,33:002076,33:002081,33:002094,33:002095,33:002102,33:002127,33:002153,33:002154,33:002166,33:002181,33:002183,33:002187,33:002210,33:002235,33:002242,33:002251,33:002261,33:002269,33:002271,33:002280,33:002291,33:002293,33:002303,33:002312,33:002315,33:002325,33:002327,33:002330,33:002336,33:002340,33:002344,33:002345,33:002363,33:002404,33:002410,33:002419,33:002433,33:002441,33:002444,33:002464,33:002489,33:002494,33:002496,33:002505,33:002553,33:002556,33:002557,33:002563,33:002568,33:002572,33:002582,33:002584,33:002603,33:002640,33:002657,33:002666,33:002682,33:002697,33:002711,33:002716,33:002719,33:002732,33:002770,33:002780,33:002818,33:002820,33:002847,33:002867,33:300002,33:300005,33:300012,33:300022,33:300033,33:300067,33:300085,33:300104,33:300131,33:300146,33:300175,33:300178,33:300184,33:300226,33:300251,33:300292,33:300295,33:300297,33:300413,33:300577,33:300591,33:300625,33:300736,17:600019,17:600057,17:600058,17:600093,17:600115,17:600119,17:600120,17:600138,17:600146,17:600177,17:600180,17:600219,17:600257,17:600258,17:600260,17:600270,17:600280,17:600315,17:600337,17:600368,17:600400,17:600415,17:600446,17:600530,17:600533,17:600570,17:600571,17:600577,17:600588,17:600598,17:600637,17:600640,17:600682,17:600690,17:600694,17:600708,17:600729,17:600770,17:600790,17:600801,17:600811,17:600827,17:600859,17:600869,17:600884,17:600998,17:601010,17:601116,17:601118,17:601366,17:601566,17:601607,17:601689,17:601811,17:601888,17:603001,17:603008,17:603116,17:603157,17:603196,17:603579,17:603605,17:603608,17:603615,17:603630,17:603696,17:603708,17:603777,17:603808,17:603816,17:603848,17:603877,17:603908,"
dbde,安防,"33:000586,33:000662,33:000836,33:000938,33:000997,33:002139,33:002152,33:002214,33:002236,33:002288,33:002298,33:002373,33:002414,33:002415,33:002452,33:002528,33:002535,33:002583,33:002632,33:002835,33:300014,33:300020,33:300053,33:300074,33:300075,33:300076,33:300078,33:300098,33:300155,33:300167,33:300168,33:300212,33:300270,33:300297,33:300367,33:300370,33:300397,33:300448,33:300449,33:300460,33:300523,33:300588,33:300603,33:300613,33:300691,33:300701,17:600071,22:600074,17:600100,17:600260,17:600565,17:600580,17:600602,22:600654,17:600728,17:600734,17:600855,17:603660,17:603728,"
dbdf,机器人概念,"33:000002,33:000063,33:000333,33:000404,33:000410,33:000584,33:000651,33:000723,33:000816,33:000821,33:000837,33:000922,33:000938,33:000961,33:000988,33:001696,33:002006,33:002008,33:002009,33:002011,33:002026,33:002031,33:002063,33:002067,33:002073,33:002116,33:002139,33:002147,33:002184,33:002209,33:002226,33:002230,33:002241,33:002248,33:002270,33:002277,33:002283,33:002292,33:002334,33:002337,33:002347,33:002348,33:002367,33:002380,33:002403,33:002415,33:002426,33:002441,33:002444,33:002472,33:002497,33:002502,33:002520,33:002526,33:002527,33:002535,33:002559,33:002577,33:002611,33:002660,33:002689,33:002698,33:002747,33:002903,33:300023,33:300024,33:300033,33:300044,33:300048,33:300050,33:300076,33:300097,33:300111,33:300112,33:300114,33:300115,33:300117,33:300124,33:300126,33:300134,33:300154,33:300161,33:300173,33:300193,33:300195,33:300201,33:300222,33:300249,33:300276,33:300278,33:300280,33:300281,33:300293,33:300307,33:300316,33:300338,33:300342,33:300345,33:300358,33:300367,33:300382,33:300400,33:300403,33:300415,33:300433,33:300466,33:300475,33:300486,33:300580,33:300607,33:300720,17:600172,17:600288,17:600336,17:600346,17:600503,17:600520,17:600522,17:600560,17:600565,22:600654,17:600699,17:600701,22:600710,17:600775,22:600815,17:600835,17:600843,17:600894,17:601608,17:601689,17:603015,17:603030,17:603131,17:603203,17:603338,17:603656,17:603901,17:603960,"
dbe3,节能照明,"33:000021,33:000023,33:000032,33:000055,33:000413,33:000541,33:000701,33:002005,33:002008,33:002049,33:002076,33:002089,33:002137,33:002199,33:002245,33:002384,33:002402,33:002429,33:002449,33:002587,33:002632,33:002643,33:002654,33:002660,33:002723,33:002724,33:002745,33:002906,33:002922,33:300102,33:300162,33:300201,33:300219,33:300232,33:300241,33:300269,33:300286,33:300296,33:300301,33:300303,33:300306,33:300317,33:300323,33:300346,33:300389,33:300410,33:300423,33:300506,33:300566,33:300582,33:300625,33:300632,33:300647,33:300650,33:300701,33:300708,17:600100,17:600203,17:600261,17:600345,17:600363,17:600460,17:600651,17:600703,17:603303,17:603515,17:603679,17:603685,17:603728,17:603989,"
dbed,特钢,"33:000708,33:000709,33:000825,33:002318,33:002423,33:002478,33:002756,33:300034,17:600117,17:600126,17:600399,17:600507,22:601005,17:603315,"
dbef,大数据,"33:000007,33:000156,33:000158,33:000333,33:000530,33:000555,33:000606,33:000611,33:000638,33:000662,33:000703,33:000711,33:000815,33:000851,33:000861,33:000938,33:000948,33:000971,33:000997,33:002024,33:002075,33:002122,33:002131,33:002152,33:002154,33:002168,33:002174,33:002230,33:002261,33:002268,33:002271,33:002279,33:002308,33:002316,33:002335,33:002340,33:002345,33:002400,33:002402,33:002415,33:002439,33:002445,33:002464,33:002491,33:002494,33:002622,33:002642,33:002649,33:002658,33:002707,33:002777,33:002908,33:002912,33:300002,33:300017,33:300033,33:300044,33:300047,33:300050,33:300053,33:300066,33:300074,33:300078,33:300085,33:300088,33:300096,33:300128,33:300130,33:300133,33:300157,33:300166,33:300170,33:300173,33:300175,33:300188,33:300212,33:300229,33:300231,33:300245,33:300250,33:300270,33:300271,33:300281,33:300287,33:300288,33:300290,33:300297,33:300324,33:300336,33:300353,33:300366,33:300367,33:300378,33:300379,33:300384,33:300419,33:300420,33:300431,33:300451,33:300459,33:300462,33:300465,33:300541,33:300608,33:300609,33:300730,17:600037,17:600050,17:600070,17:600105,17:600151,17:600166,17:600242,17:600271,17:600385,17:600410,17:600487,17:600518,17:600588,17:600590,17:600633,17:600756,17:600797,17:600804,17:600831,17:600845,17:600850,17:600936,17:600996,17:601313,17:601789,17:601928,17:603138,17:603636,17:603869,17:603881,"
dc01,,
dc0d,煤化工,"33:000627,33:000683,33:000830,33:000912,33:000950,33:000968,33:002109,33:002140,33:002248,33:002255,33:002430,33:002469,33:002542,33:002564,33:002753,33:300055,33:300208,33:300263,33:300435,17:600123,17:600188,17:600227,17:600248,17:600256,17:600281,17:600408,22:600423,17:600426,17:600499,17:600582,17:600642,17:600691,22:600725,17:600740,22:600844,17:600985,17:600997,17:601011,17:601015,17:601101,17:601117,17:601369,17:601898,17:601991,17:603113,17:603169,"
dc0e,卫星导航,"33:000058,33:000561,33:000670,33:002003,33:002025,33:002052,33:002151,33:002232,33:002383,33:002405,33:002413,33:002465,33:002512,33:002535,33:002544,33:300013,33:300018,33:300020,33:300036,33:300045,33:300053,33:300075,33:300101,33:300102,33:300177,33:300300,33:300456,33:300590,33:300627,17:600118,17:600198,17:600476,17:600480,17:600501,17:600590,17:600614,17:600879,17:600990,17:603528,"
dc0f,海工装备,"33:000039,33:000852,33:002353,33:002483,33:002490,33:002829,33:300008,33:300023,33:300065,33:300337,17:600072,17:600150,17:600320,17:600583,17:600685,17:601798,17:601808,17:601890,17:601989,"
dc10,草甘膦,"33:000525,33:000553,33:002018,33:002391,33:002496,17:600141,17:600226,17:600389,17:600486,17:600596,17:603077,"
dc12,,
dc13,智能医疗,"33:000150,33:000503,33:000711,33:000725,33:000782,33:000917,33:002065,33:002178,33:002230,33:002315,33:002432,33:002690,33:002698,33:300020,33:300074,33:300075,33:300096,33:300146,33:300168,33:300199,33:300206,33:300209,33:300216,33:300253,33:300288,33:300290,33:300298,33:300300,33:300310,33:300439,33:300448,33:300451,33:300493,33:300698,17:600035,17:600055,17:600260,17:600332,17:600572,17:600588,17:600718,22:600767,17:600996,17:603118,"
dc17,食品安全,"33:000061,33:000639,33:000860,33:002030,33:002069,33:002086,33:002161,33:002191,33:002299,33:002321,33:002637,33:002690,33:300012,33:300078,33:300165,33:300260,17:600071,17:600271,17:600288,17:600731,"
dc19,家用电器,"33:000016,33:000100,33:000333,33:000418,33:000521,33:000533,33:000651,33:000921,33:002005,33:002024,33:002032,33:002035,33:002045,33:002050,33:002242,33:002260,33:002290,33:002295,33:002403,33:002473,33:002508,33:002614,33:002668,33:002677,33:002705,33:002759,33:002860,33:300403,33:300475,33:300623,33:300660,17:600060,17:600336,17:600619,17:600690,17:600839,17:600854,17:600983,17:603320,17:603355,17:603366,17:603677,17:603703,17:603726,17:603868,"
dc1c,特高压,"33:000400,33:000709,33:002028,33:002123,33:002452,33:002498,33:002545,33:002560,33:002606,33:002879,33:300018,33:300069,33:300120,33:300140,33:300215,33:300265,33:300617,17:600089,17:600268,17:600312,17:600487,17:600517,17:600522,17:600550,17:600580,17:600869,17:601126,17:601179,17:601208,17:601700,17:603016,17:603577,"
dc1d,高端装备,"33:000039,33:000157,33:000338,33:000400,33:000410,33:000425,33:000528,33:000680,33:000738,33:000837,33:000852,33:002013,33:002016,33:002046,33:002097,33:002151,33:002204,33:002224,33:002248,33:002270,33:002272,33:002283,33:002342,33:002363,33:002445,33:002471,33:002472,33:002501,33:002535,33:002564,33:002651,33:002667,33:002685,33:002708,33:002722,33:300008,33:300024,33:300123,33:300157,33:300161,33:300228,33:300293,33:300384,33:300391,33:300411,33:300503,33:300553,33:300719,17:600031,17:600038,17:600072,22:600112,17:600118,17:600150,17:600169,17:600316,17:600320,17:600391,17:600435,17:600481,17:600495,17:600523,17:600583,17:600666,17:600685,17:600760,17:600761,17:600765,22:600806,22:600815,17:600820,17:600869,17:600893,17:601002,17:601100,17:601226,17:601369,22:601558,17:601608,17:601618,17:601717,17:601727,17:601766,17:601808,17:601890,17:601989,17:603100,17:603203,17:603338,"
dc20,碳纤维,"33:000420,33:000584,33:000687,33:002168,33:002297,33:002450,33:002529,33:300690,33:300699,17:600089,17:600143,17:600146,17:600516,17:600869,17:603077,"
dc26,新能源汽车,"33:000009,33:000049,33:000063,33:000413,33:000511,33:000559,33:000572,33:000601,33:000625,33:000723,33:000733,33:000791,33:000795,33:000800,33:000807,33:000839,33:000868,33:000887,33:000893,33:000922,33:000927,33:000957,33:000970,33:000980,33:000981,33:002011,33:002050,33:002055,33:002074,33:002076,33:002085,33:002091,33:002126,33:002131,33:002176,33:002179,33:002190,33:002196,33:002224,33:002227,33:002239,33:002249,33:002263,33:002276,33:002284,33:002334,33:002340,33:002347,33:002363,33:002389,33:002407,33:002418,33:002434,33:002441,33:002442,33:002450,33:002454,33:002460,33:002472,33:002510,33:002519,33:002529,33:002533,33:002540,33:002580,33:002590,33:002594,33:002610,33:002611,33:002617,33:002632,33:002660,33:002662,33:002684,33:002686,33:002708,33:002733,33:002806,33:002824,33:002837,33:002851,33:002860,33:002886,33:002922,33:300001,33:300014,33:300040,33:300048,33:300068,33:300073,33:300088,33:300100,33:300104,33:300115,33:300116,33:300153,33:300161,33:300198,33:300207,33:300219,33:300222,33:300224,33:300228,33:300258,33:300274,33:300325,33:300328,33:300351,33:300473,33:300476,33:300484,33:300491,33:300547,33:300585,33:300681,33:300713,17:600006,17:600066,22:600074,17:600094,17:600104,17:600139,17:600157,17:600166,17:600213,17:600237,17:600303,17:600330,17:600390,17:600409,17:600418,17:600478,17:600482,17:600487,17:600522,17:600525,17:600563,17:600580,17:600678,17:600686,17:600699,17:600718,17:600741,17:600764,17:600773,17:600805,17:600875,17:600884,17:600894,17:600960,17:600990,17:601127,17:601238,17:601311,17:601633,17:601689,17:601777,17:601965,17:603012,17:603131,17:603158,17:603305,17:603358,17:603659,17:603677,17:603766,17:603767,17:603776,17:603997,"
dc27,脱硫脱硝,"33:000586,33:000915,33:000925,33:000939,33:002092,33:002145,33:002573,33:002658,33:300019,33:300056,33:300072,33:300105,33:300140,33:300152,33:300172,33:300187,33:300234,33:300249,33:300332,33:300385,17:600133,17:600292,17:600388,17:600475,17:600499,17:600526,17:601908,17:603177,"
dc28,固废处理,"33:000005,33:000027,33:000040,33:000157,33:000401,33:000546,33:000598,33:000652,33:000820,33:000826,33:000838,33:000900,33:000967,33:002034,33:002210,33:002340,33:002479,33:002534,33:002596,33:002616,33:002645,33:002663,33:002672,33:300055,33:300090,33:300145,33:300152,33:300169,33:300190,33:300332,33:300385,17:600008,17:600217,17:600323,17:600459,17:600475,17:600531,17:600649,17:600736,17:600988,17:601199,17:601200,17:601388,17:603588,"
dc2b,污水处理,"33:000040,33:000488,33:000544,33:000592,33:000598,33:000605,33:000711,33:000753,33:000809,33:000826,33:000838,33:000920,33:000925,33:000929,33:000967,33:002080,33:002125,33:002140,33:002310,33:002340,33:002353,33:002483,33:002532,33:002598,33:002672,33:002717,33:002816,33:300021,33:300023,33:300055,33:300067,33:300070,33:300082,33:300090,33:300091,33:300145,33:300152,33:300169,33:300172,33:300187,33:300190,33:300203,33:300262,33:300263,33:300266,33:300275,33:300332,33:300334,33:300362,33:300388,33:300422,33:300425,33:300437,33:300490,33:300664,33:300692,17:600008,17:600126,17:600168,17:600187,17:600283,17:600323,17:600461,17:600475,17:600481,17:600502,17:600567,17:600649,17:600736,17:600846,17:600874,17:601113,17:601158,17:601200,17:601368,17:601599,17:603200,17:603603,17:603797,17:603817,17:603903,"
dc2e,4G5G,"33:000063,33:000801,33:000823,33:002017,33:002049,33:002052,33:002089,33:002093,33:002115,33:002123,33:002138,33:002148,33:002194,33:002231,33:002261,33:002281,33:002298,33:002313,33:002316,33:002364,33:002384,33:002396,33:002417,33:002446,33:002544,33:002547,33:002579,33:002792,33:002837,33:002881,33:002886,33:002897,33:002902,33:002916,33:300002,33:300025,33:300038,33:300047,33:300050,33:300068,33:300077,33:300098,33:300115,33:300134,33:300136,33:300166,33:300250,33:300252,33:300288,33:300292,33:300299,33:300308,33:300310,33:300312,33:300322,33:300328,33:300353,33:300366,33:300394,33:300414,33:300493,33:300496,33:300502,33:300513,33:300548,33:300560,33:300563,33:300565,33:300570,33:300578,33:300590,33:300593,33:300597,33:300608,33:300615,33:300638,17:600050,17:600198,22:600289,17:600345,17:600460,17:600485,17:600487,17:600498,17:600522,17:600666,17:600745,17:600776,17:601137,17:603042,17:603083,17:603118,17:603322,17:603559,17:603602,17:603912,"
dc31,,
dc36,文化传媒,"33:000038,33:000156,33:000607,33:000665,33:000673,33:000676,33:000681,33:000718,33:000719,33:000793,33:000802,33:000835,33:000861,33:000863,33:000892,33:000917,33:000979,33:002027,33:002071,33:002103,33:002119,33:002131,33:002137,33:002143,33:002175,33:002181,33:002188,33:002235,33:002238,33:002266,33:002271,33:002279,33:002280,33:002290,33:002292,33:002328,33:002329,33:002343,33:002354,33:002396,33:002400,33:002425,33:002445,33:002502,33:002517,33:002542,33:002555,33:002563,33:002571,33:002586,33:002592,33:002624,33:002654,33:002655,33:002678,33:002685,33:002699,33:002712,33:002739,33:002905,33:300027,33:300043,33:300046,33:300058,33:300063,33:300069,33:300071,33:300081,33:300104,33:300113,33:300133,33:300144,33:300148,33:300162,33:300182,33:300242,33:300247,33:300251,33:300264,33:300269,33:300280,33:300291,33:300295,33:300296,33:300300,33:300315,33:300329,33:300336,33:300364,33:300389,33:300413,33:300426,33:300431,33:300449,33:300528,33:300571,33:300654,33:300688,33:300703,17:600020,17:600037,17:600052,17:600088,17:600136,17:600139,17:600158,17:600226,22:600234,17:600255,17:600260,17:600373,17:600379,17:600386,17:600510,17:600551,17:600576,17:600593,17:600599,17:600603,17:600633,17:600634,17:600637,17:600640,17:600647,17:600687,17:600715,17:600757,17:600825,17:600831,17:600880,17:600892,17:600936,17:600959,17:600977,17:600996,17:601019,17:601098,17:601595,17:601599,17:601801,17:601811,17:601858,17:601900,17:601928,17:601929,17:601949,17:601999,17:603000,17:603008,17:603096,17:603103,17:603466,17:603533,17:603598,17:603721,17:603729,17:603888,17:603999,"
dc3c,宽带中国,"33:000063,33:000070,33:000665,33:000988,33:002089,33:002281,33:002313,33:002396,33:002491,33:002583,33:300017,33:300038,33:300079,33:300292,33:300353,33:300394,33:300398,33:300408,33:300710,17:600050,17:600105,22:600289,17:600345,17:600487,17:600498,17:600522,17:600804,17:603083,17:603118,17:603703,"
dc40,天然气,"33:000010,33:000027,33:000039,33:000040,33:000096,33:000407,33:000422,33:000543,33:000554,33:000593,33:000612,33:000669,33:000731,33:000883,33:002018,33:002053,33:002221,33:002259,33:002267,33:002318,33:002353,33:002377,33:002443,33:002478,33:002492,33:002524,33:002573,33:002639,33:002700,33:002849,33:002911,33:300125,33:300152,33:300157,33:300217,33:300228,33:300262,33:300332,33:300335,33:300349,33:300435,33:300471,33:300483,33:300540,17:600026,17:600028,17:600098,17:600101,17:600207,17:600248,17:600256,17:600323,17:600333,17:600461,17:600509,17:600617,17:600635,17:600642,17:600681,17:600755,17:600803,17:600856,17:600903,17:600917,17:600979,17:601015,17:601028,17:601139,17:601808,17:601857,17:601872,17:601991,17:603080,17:603318,17:603393,17:603619,17:603689,17:603727,17:603800,"
dc4d,美丽中国,"33:000010,33:000040,33:000592,33:000598,33:000663,33:000711,33:000826,33:000939,33:002059,33:002310,33:002374,33:002431,33:002470,33:002499,33:002573,33:002596,33:002645,33:002663,33:002672,33:002679,33:002717,33:002775,33:300021,33:300055,33:300056,33:300070,33:300144,33:300156,33:300187,33:300190,33:300197,33:300237,33:300262,33:300266,33:300272,33:300332,33:300334,33:300335,33:300355,33:300425,33:300483,33:300495,17:600098,17:600189,22:600265,17:600292,17:600481,17:600610,17:600649,17:600681,17:600692,17:600874,17:601996,17:603311,17:603359,17:603588,17:603603,17:603717,17:603955,"
dc61,智慧城市,"33:000032,33:000063,33:000158,33:000662,33:000671,33:000711,33:000909,33:000918,33:000938,33:000948,33:000977,33:000988,33:000997,33:001979,33:002047,33:002065,33:002178,33:002230,33:002236,33:002253,33:002288,33:002298,33:002308,33:002316,33:002331,33:002368,33:002383,33:002401,33:002405,33:002415,33:002421,33:002456,33:002474,33:002512,33:002528,33:002583,33:002591,33:002609,33:002642,33:002657,33:002767,33:002777,33:300007,33:300020,33:300025,33:300036,33:300044,33:300074,33:300075,33:300096,33:300098,33:300155,33:300167,33:300168,33:300203,33:300212,33:300231,33:300253,33:300270,33:300275,33:300279,33:300287,33:300300,33:300324,33:300348,33:300353,33:300368,33:300523,33:300525,33:300552,33:300603,33:300605,33:300691,17:600037,17:600100,22:600112,17:600198,22:600225,17:600271,22:600289,17:600340,17:600481,17:600487,22:600556,17:600601,17:600602,22:600654,17:600718,17:600728,17:600831,17:600855,17:600869,17:603636,17:603869,"
dc66,苹果概念,"33:000049,33:000050,33:000823,33:002008,33:002036,33:002056,33:002079,33:002106,33:002129,33:002202,33:002241,33:002273,33:002333,33:002389,33:002416,33:002426,33:002456,33:002464,33:002475,33:002600,33:002613,33:002635,33:002655,33:002681,33:002903,33:300028,33:300073,33:300115,33:300120,33:300128,33:300183,33:300207,33:300351,33:300410,33:300433,33:300476,33:300567,17:600525,17:600584,17:600644,17:600666,17:600751,17:601208,17:601231,17:603010,17:603328,17:603595,17:603626,"
dc67,3D打印,"33:000635,33:000837,33:000969,33:000988,33:002008,33:002168,33:002180,33:002182,33:002339,33:002347,33:002348,33:002355,33:002375,33:002376,33:002420,33:002450,33:002526,33:002529,33:002540,33:002545,33:002559,33:002698,33:002721,33:002730,33:002808,33:002901,33:300004,33:300024,33:300043,33:300161,33:300177,33:300220,33:300221,33:300227,33:300285,33:300331,33:300337,33:300345,33:300521,33:300620,17:600114,17:600115,17:600255,17:600456,17:600466,17:600705,17:600765,22:600806,17:600980,17:601313,17:603002,"
dc6a,页岩气,"33:000407,33:000540,33:000616,33:000722,33:000852,33:000875,33:000883,33:000939,33:002094,33:002207,33:002221,33:002278,33:002353,33:002444,33:002476,33:002490,33:002535,33:002629,33:300023,33:300072,33:300084,33:300157,33:300164,33:300191,33:300228,33:300309,33:300332,33:300471,17:600157,17:600172,17:600256,17:600378,17:600509,17:600739,17:600744,17:600777,17:600871,17:601798,17:603699,"
dc8c,金改,"33:000058,33:000153,33:000301,33:000415,33:000417,33:000419,33:000514,33:000551,33:000565,33:000567,33:000570,33:000592,33:000735,33:000777,33:000796,33:000818,33:000828,33:000918,33:000930,33:000936,33:002024,33:002029,33:002090,33:002131,33:002133,33:002183,33:002245,33:002250,33:002277,33:002491,33:002522,33:002600,33:002607,33:002634,17:600012,17:600052,17:600063,17:600064,17:600070,17:600095,17:600106,17:600113,17:600119,17:600120,17:600128,17:600137,17:600143,17:600175,17:600200,17:600208,17:600237,17:600266,17:600287,17:600327,17:600366,17:600368,17:600389,17:600400,17:600415,17:600475,17:600508,17:600510,17:600527,17:600567,17:600572,17:600596,17:600614,17:600621,17:600679,17:600736,17:600777,17:600787,17:600816,17:600828,17:600830,17:600839,17:600865,17:600872,17:600880,17:600887,17:600895,17:601777,17:603116,17:603300,"
ef4a,稀缺资源,"33:000060,33:000159,33:000540,33:000612,33:000630,33:000655,33:000758,33:000762,33:000792,33:000807,33:000878,33:000960,33:000962,33:000983,33:002176,33:300340,17:600111,22:600121,17:600123,17:600141,17:600188,17:600251,17:600259,17:600293,17:600328,17:600331,17:600362,17:600367,22:600432,17:600456,17:600459,17:600489,17:600497,17:600508,17:600531,17:600547,17:600549,17:600714,17:600792,17:600888,17:600980,17:600988,17:601899,"
ef4f,节能环保,"33:000027,33:000040,33:000157,33:000338,33:000404,33:000504,33:000544,33:000546,33:000551,33:000581,33:000598,33:000651,33:000652,33:000682,33:000757,33:000806,33:000820,33:000826,33:000925,33:000930,33:000939,33:000970,33:002011,33:002034,33:002068,33:002076,33:002077,33:002080,33:002085,33:002115,33:002125,33:002155,33:002210,33:002306,33:002310,33:002340,33:002348,33:002366,33:002421,33:002438,33:002469,33:002473,33:002479,33:002488,33:002494,33:002499,33:002514,33:002532,33:002543,33:002549,33:002573,33:002591,33:002616,33:002631,33:002637,33:002645,33:002651,33:002658,33:002665,33:002668,33:002672,33:300021,33:300023,33:300048,33:300055,33:300056,33:300063,33:300070,33:300072,33:300090,33:300091,33:300105,33:300125,33:300135,33:300137,33:300152,33:300153,33:300156,33:300172,33:300187,33:300190,33:300192,33:300203,33:300224,33:300225,33:300234,33:300237,33:300249,33:300262,33:300266,33:300272,33:300308,33:300332,33:300334,33:300335,33:300342,33:300362,33:300366,33:300385,33:300417,33:300435,33:300437,33:300480,33:300492,33:300716,17:600008,17:600060,17:600070,17:600116,17:600126,17:600165,17:600167,17:600168,17:600178,17:600187,17:600257,17:600283,17:600292,17:600323,17:600388,17:600452,17:600459,17:600461,17:600481,17:600517,17:600526,17:600579,17:600582,17:600649,17:600668,17:600690,17:600698,17:600801,17:600869,17:600874,17:600933,17:600970,17:601158,17:601199,17:601388,17:601608,17:603126,17:603158,17:603223,17:603568,17:603601,17:603686,17:603698,17:603701,17:603778,"
ef50,军工,"33:000026,33:000066,33:000070,33:000425,33:000519,33:000534,33:000547,33:000561,33:000595,33:000687,33:000738,33:000768,33:000818,33:000837,33:000887,33:000901,33:000977,33:001696,33:002003,33:002013,33:002023,33:002025,33:002028,33:002037,33:002046,33:002049,33:002056,33:002063,33:002077,33:002097,33:002111,33:002130,33:002147,33:002151,33:002167,33:002171,33:002179,33:002189,33:002204,33:002224,33:002230,33:002246,33:002253,33:002254,33:002265,33:002297,33:002300,33:002328,33:002331,33:002335,33:002339,33:002342,33:002350,33:002361,33:002366,33:002371,33:002389,33:002406,33:002413,33:002414,33:002423,33:002428,33:002436,33:002439,33:002444,33:002446,33:002448,33:002451,33:002465,33:002501,33:002510,33:002544,33:002547,33:002552,33:002560,33:002564,33:002576,33:002580,33:002611,33:002625,33:002651,33:002669,33:002683,33:002684,33:002692,33:002724,33:002730,33:002747,33:002783,33:002829,33:002837,33:002871,33:300008,33:300024,33:300034,33:300045,33:300065,33:300084,33:300095,33:300099,33:300101,33:300103,33:300114,33:300123,33:300129,33:300173,33:300185,33:300201,33:300210,33:300213,33:300215,33:300252,33:300263,33:300265,33:300278,33:300287,33:300297,33:300302,33:300324,33:300337,33:300342,33:300345,33:300351,33:300353,33:300397,33:300402,33:300411,33:300414,33:300427,33:300447,33:300456,33:300474,33:300480,33:300490,33:300516,33:300527,33:300563,33:300581,33:300589,33:300593,33:300600,33:300629,33:300659,33:300667,33:300696,33:300699,33:300719,33:300722,33:300726,17:600031,17:600038,17:600072,17:600100,17:600118,17:600119,17:600148,17:600150,17:600172,17:600184,17:600260,17:600316,17:600372,17:600375,17:600391,17:600399,17:600416,17:600435,17:600456,17:600459,17:600482,17:600485,17:600487,17:600501,17:600523,17:600558,17:600590,17:600614,22:600636,17:600677,17:600685,17:600698,22:600732,17:600760,17:600764,17:600765,17:600850,17:600855,17:600879,17:600893,17:600990,17:601118,17:601126,17:601208,17:601311,17:601608,17:601611,17:601718,17:601890,17:601989,17:603042,17:603067,17:603129,17:603131,17:603166,17:603338,17:603678,17:603936,17:603978,"
ef7d,新能源,"33:000009,33:000012,33:000027,33:000040,33:000055,33:000058,33:000065,33:000507,33:000601,33:000625,33:000669,33:000690,33:000760,33:000791,33:000795,33:000826,33:000862,33:000875,33:000883,33:000899,33:000939,33:000959,33:000973,33:000990,33:001896,33:002006,33:002011,33:002053,33:002056,33:002074,33:002077,33:002079,33:002080,33:002121,33:002130,33:002132,33:002147,33:002168,33:002190,33:002218,33:002221,33:002226,33:002298,33:002309,33:002371,33:002384,33:002389,33:002407,33:002442,33:002460,33:002487,33:002506,33:002516,33:002518,33:002531,33:002580,33:002594,33:002610,33:002623,33:002686,33:002805,33:002922,33:300001,33:300014,33:300029,33:300037,33:300062,33:300064,33:300068,33:300073,33:300080,33:300082,33:300093,33:300095,33:300111,33:300117,33:300118,33:300129,33:300187,33:300207,33:300217,33:300234,33:300274,33:300305,33:300316,33:300335,33:300393,33:300450,33:300457,33:300484,33:300499,17:600011,17:600021,17:600027,17:600066,17:600075,17:600095,17:600101,17:600268,17:600290,17:600308,17:600386,17:600396,22:600401,17:600416,17:600478,17:600482,17:600487,17:600499,17:600509,17:600517,17:600522,17:600537,17:600550,17:600578,22:600608,17:600642,17:600674,17:600744,17:600770,17:600795,22:600847,17:600856,17:600868,17:600874,17:600875,17:600884,17:600886,17:600900,17:601012,17:601137,17:601208,17:601218,17:601222,17:601311,22:601558,17:601619,17:601669,17:601908,17:601991,17:603507,17:603659,"
